claim_id,policy_id,claim_number,edad,zona,anios_vehiculo,cobertura,historial_siniestros,tipo_uso,severidad,severidad_esperada_real
1189,7682,1,56,1,2,0,3,0,4845.853333860932,6472.061751340123
1190,7682,2,56,1,2,0,3,0,4573.860132937054,6472.061751340123
1191,7684,1,54,1,11,0,1,1,9270.539663149437,7210.185802082461
1192,7694,1,59,5,15,0,1,1,20969.253557611955,11285.229209122972
1193,7694,2,59,5,15,0,1,1,18937.270781159215,11285.229209122972
1194,7699,1,22,1,6,0,1,1,4948.633135729863,6790.297268953957
1195,7701,1,48,2,16,0,0,0,6642.311263678275,8461.231420614573
1196,7703,1,46,1,11,0,1,1,5229.021279464791,7210.185802082461
1197,7705,1,71,2,12,1,1,2,19049.491018423436,12397.498532591191
1198,7707,1,66,4,14,1,0,1,10037.659580462774,14461.5690571167
1199,7708,1,40,3,7,0,0,1,2505.158651665365,8393.811608071786
1200,7712,1,30,1,11,2,1,1,13060.820574670237,11652.196709800106
1201,7714,1,63,5,18,0,0,1,13455.195267944571,11698.898838627467
1202,7729,1,30,1,3,0,0,0,4505.594865144067,6550.1943503613975
1203,7735,1,18,5,7,2,0,1,54352.361110737686,22816.745565730133
1204,7739,1,56,3,16,0,2,1,5965.609262067417,9351.106897171137
1205,7739,2,56,3,16,0,2,1,17531.081054750823,9351.106897171137
1206,7758,1,19,1,15,2,0,0,5031.828078511262,12225.142857990617
1207,7771,1,30,4,0,0,0,0,8535.640597556527,8529.192754856402
1208,7776,1,66,3,17,0,1,0,5214.707066343362,9463.996160851364
1209,7779,1,42,3,18,0,2,1,7909.418883102342,9578.2482563326
1210,7785,1,45,4,8,0,1,1,12269.20248447675,9388.58623345996
1211,7804,1,64,5,13,2,1,0,15408.17772363946,24520.137556356232
1212,7805,1,61,1,11,0,0,1,4222.377470871966,7210.185802082461
1213,7819,1,57,4,15,1,0,1,11131.990658389159,14636.153296230952
1214,7827,1,34,4,7,1,1,1,90380.89155925222,13296.4186032912
1215,7831,1,28,5,9,1,1,0,15051.688427111329,15666.030737862866
1216,7832,1,35,2,12,1,3,0,9923.942438288286,10670.625874719184
1217,7837,1,40,1,10,2,0,0,12571.373146566248,11513.205961656337
1218,7838,1,55,5,6,0,0,0,3388.5715810627016,10129.933170151586
1219,7857,1,23,5,3,0,1,0,13939.479070876587,9771.74170621945
1220,7873,1,43,5,9,2,4,1,29710.103264569043,23370.971568751167
1221,7877,1,41,3,11,0,2,1,2838.042871441758,8806.540825510823
1222,7878,1,46,3,13,0,1,0,29098.054553607915,9020.454501679225
1223,7879,1,63,2,18,2,1,0,13064.721231322435,15172.653884675214
1224,7889,1,65,5,0,2,0,2,11336.396972365374,24373.457212091653
1225,7889,2,65,5,0,2,0,2,24896.697547688866,24373.457212091653
1226,7892,1,68,4,15,0,2,2,6186.55117470177,11863.835283529444
1227,7911,1,20,4,7,1,1,2,5476.877387447924,15448.234438953094
1228,7914,1,74,4,4,2,4,1,13603.704455823889,18384.25737617396
1229,7922,1,35,2,18,0,2,0,6573.810069979591,8666.75742156741
1230,7924,1,25,2,4,1,1,1,3505.1637399907204,9693.87963611404
1231,7925,1,25,2,12,1,2,1,5972.024652987576,10670.625874719184
1232,7936,1,27,2,13,0,4,1,3975.1473928705323,8162.044760810268
1233,7937,1,28,4,1,0,0,0,6096.420358367815,8632.159633587491
1234,7949,1,50,1,17,1,2,0,12091.137040317373,9850.229171129473
1235,7971,1,30,5,15,0,2,0,10485.496586345766,11285.229209122972
1236,7974,1,30,2,1,0,1,0,5967.154871511477,7067.414557496434
1237,7986,1,22,1,11,2,0,0,3670.8537389383605,11652.196709800106
1238,7997,1,58,1,0,0,0,1,5348.4041637671435,6318.581400504115
1239,8007,1,41,3,19,2,2,0,8687.590714171356,18384.25737617396
1240,8017,1,41,5,18,0,2,0,3909.537713947123,11698.898838627467
1241,8024,1,27,4,8,1,1,1,18744.93548905971,13456.936809554429
1242,8036,1,43,2,5,0,1,1,3065.5023239931406,7414.923962738238
1243,8046,1,35,5,14,2,2,0,22466.034153247354,24816.151739972494
1244,8065,1,62,3,4,0,2,0,5324.362770453091,8097.008893052415
1245,8067,1,30,1,17,0,1,0,3942.4496735064045,7748.464703900959
1246,8077,1,48,5,3,2,2,0,36568.04043524758,21747.411109848224
1247,8077,2,48,5,3,2,2,0,13436.745616226552,21747.411109848224
1248,8077,3,48,5,3,2,2,0,13948.230039449598,21747.411109848224
1249,8094,1,31,2,19,0,2,1,5032.867787778628,8771.385020692798
1250,8104,1,56,3,16,1,0,0,12194.489625592474,12877.66893536782
1251,8122,1,73,5,3,0,1,1,7694.552016051974,9771.74170621945
1252,8123,1,60,3,18,0,0,0,5597.1305874417585,9578.2482563326
1253,8139,1,68,1,11,0,1,1,3731.466120070545,7210.185802082461
1254,8143,1,40,1,1,0,1,1,5373.656914623374,6394.86114039483
1255,8144,1,54,2,13,0,1,0,4906.311328633269,8162.044760810268
1256,8153,1,42,2,19,0,0,1,19467.108846741736,8771.385020692798
1257,8161,1,27,4,11,0,1,1,6266.915142639812,9732.732809200465
1258,8161,2,27,4,11,0,1,1,10054.73040709369,9732.732809200465
1259,8165,1,34,5,13,0,0,0,9008.913853704738,11017.60800820932
1260,8166,1,59,1,6,0,0,0,4979.065900379103,6790.297268953957
1261,8172,1,70,1,6,1,0,0,12168.715103367027,8632.15963358746
1262,8173,1,34,3,14,1,0,0,14870.048302152583,12572.28415659294
1263,8175,1,19,3,1,1,0,0,12588.378908804163,10756.333254129051
1264,8185,1,50,2,7,1,0,0,11689.483850426335,10049.216999956923
1265,8188,1,28,2,13,1,3,1,3820.336315434724,10799.444752660644
1266,8191,1,29,5,12,0,1,0,11924.781753684701,10886.1868163127
1267,8191,2,29,5,12,0,1,0,8167.5502564482385,10886.1868163127
1268,8196,1,53,2,5,0,1,0,4807.362979879674,7414.923962738238
1269,8203,1,51,5,9,0,0,0,60547.234490139934,10501.254445399993
1270,8213,1,72,2,5,1,2,1,3749.9511202257872,9810.906951314202
1271,8221,1,35,4,16,0,2,0,8452.280624997691,10334.571394570143
1272,8231,1,36,3,1,0,0,0,6110.7058544640995,7810.701034929542
1273,8231,2,36,3,1,0,0,0,6418.684050705898,7810.701034929542
1274,8232,1,33,5,1,1,2,2,8137.977697424426,16535.25422070245
1275,8232,2,33,5,1,1,2,2,16086.915502146714,16535.25422070245
1276,8232,3,33,5,1,1,2,2,7661.306567839896,16535.25422070245
1277,8232,4,33,5,1,1,2,2,16612.99732954812,16535.25422070245
1278,8236,1,67,3,0,0,1,0,7231.081869443532,7717.532750235283
1279,8238,1,36,4,13,1,1,2,12477.79279990498,16601.527696171608
1280,8243,1,49,2,2,1,0,0,7816.839932013046,9463.996160851331
1281,8253,1,20,4,16,0,0,1,21232.181096714245,10334.571394570143
1282,8256,1,45,4,11,1,3,1,16481.233631635994,13950.21221948351
1283,8261,1,54,1,6,2,2,2,12053.98910479838,12749.533988537738
1284,8283,1,18,1,0,1,0,1,8721.125712724584,8032.491236627475
1285,8286,1,19,2,12,0,0,1,7087.72137926693,8064.685547269543
1286,8304,1,48,2,8,0,4,1,8952.508110860677,7686.7242772582385
1287,8307,1,44,1,18,1,0,0,6141.1156678963835,9969.1439830804
1288,8309,1,58,4,18,2,4,0,63062.2414869563,21747.411109848224
1289,8310,1,51,3,8,1,4,0,11151.555662608558,11698.898838627467
1290,8311,1,21,1,15,0,0,0,30775.73733849295,7564.715362982049
1291,8312,1,18,5,15,1,2,0,48982.96771303728,16835.583652712285
1292,8312,2,18,5,15,1,2,0,10969.890712991155,16835.583652712285
1293,8325,1,48,1,12,0,0,1,7156.213950390758,7297.229247863296
1294,8330,1,54,3,2,2,2,0,15757.404441269218,14991.670112492284
1295,8334,1,19,4,11,1,1,0,20041.61280874432,13950.21221948351
1296,8334,2,19,4,11,1,1,0,12889.800630608492,13950.21221948351
1297,8340,1,44,2,15,2,4,1,24435.578958502276,14636.153296230952
1298,8345,1,35,3,17,0,2,2,3592.0574677405953,10995.594812726127
1299,8352,1,49,5,9,0,2,2,7498.895179511965,12200.717006268322
1300,8356,1,74,3,16,0,3,0,7237.327556825223,9351.106897171137
1301,8357,1,71,3,17,1,4,0,7764.73318979355,13033.131874677301
1302,8358,1,55,4,9,1,3,1,4516.192171948948,13619.392837971931
1303,8366,1,57,3,11,2,0,0,23344.671409453254,16701.436288399727
1304,8376,1,25,4,8,1,1,1,6292.812295541719,13456.936809554429
1305,8376,2,25,4,8,1,1,1,7983.452873848024,13456.936809554429
1306,8382,1,22,3,1,2,1,0,19286.667002952356,14812.84516671128
1307,8389,1,69,4,10,0,1,1,16210.389374906037,9616.637977614208
1308,8390,1,33,3,18,2,3,0,11441.004131665286,18164.96467537078
1309,8395,1,23,2,4,0,0,0,3560.9996754345343,7326.47662060374
1310,8396,1,68,2,6,1,0,1,5457.239975125888,9929.347054068665
1311,8397,1,56,2,3,0,2,2,13347.42787221051,8410.616030108484
1312,8404,1,63,5,18,2,1,1,42625.85230708507,26036.378183658442
1313,8407,1,23,2,9,1,2,1,10647.471644744306,10293.315675437725
1314,8412,1,60,5,2,1,0,1,14183.906864115985,14403.838319338069
1315,8412,2,60,5,2,1,0,1,5995.192185257106,14403.838319338069
1316,8414,1,28,4,15,0,0,2,13171.31507377664,11863.835283529444
1317,8420,1,29,4,4,1,1,0,16986.02089703214,12826.261143753285
1318,8422,1,57,5,15,0,0,0,10625.32466122388,11285.229209122972
1319,8436,1,22,5,13,0,1,0,10583.287273172664,11017.60800820932
1320,8454,1,52,5,0,1,0,0,6853.687148844182,14062.26151683315
1321,8456,1,28,4,6,0,1,1,14982.63229905237,9165.942574556786
1322,8460,1,32,2,7,2,3,0,5412.328557220491,13296.4186032912
1323,8461,1,60,5,16,0,2,1,9729.078790282454,11421.467756055408
1324,8463,1,57,4,12,0,0,0,10890.462085479725,9850.22917112949
1325,8482,1,62,2,1,2,4,0,19921.422419985996,12372.728314001351
1326,8486,1,45,1,16,1,0,2,17352.835628592136,11307.822253054122
1327,8489,1,48,5,13,1,0,2,30716.572703061247,19096.302329908765
1328,8489,2,48,5,13,1,0,2,13902.605192668765,19096.302329908765
1329,8509,1,18,2,0,0,1,0,21550.618992256626,6983.112407330842
1330,8510,1,66,5,18,2,1,0,40712.87825954065,26036.378183658442
1331,8543,1,44,4,18,1,0,2,12480.7496785385,17628.10883627998
1332,8548,1,67,4,19,1,1,0,11264.265590666126,15355.822545236037
1333,8549,1,23,4,4,1,0,1,16751.303690662506,12826.261143753285
1334,8560,1,57,5,8,0,1,1,6897.514567171538,10375.992467065327
1335,8560,2,57,5,8,0,1,1,4417.854561874745,10375.992467065327
1336,8564,1,38,5,3,0,1,1,8790.34556688409,9771.74170621945
1337,8587,1,61,1,5,0,2,0,1652.7606730161797,6709.300653377035
1338,8599,1,35,3,2,2,1,0,15694.870231239714,14991.670112492284
1339,8602,1,44,4,19,1,3,0,18748.70638116321,15355.822545236037
1340,8602,2,44,4,19,1,3,0,11403.675860767404,15355.822545236037
1341,8614,1,49,5,5,2,3,2,41876.60679236136,25880.6276334585
1342,8629,1,34,4,18,0,0,0,14539.46097908989,10585.601419007568
1343,8631,1,43,2,8,0,2,1,3772.8657417805384,7686.7242772582385
1344,8637,1,19,5,19,0,0,1,10428.869375491799,11840.131324822405
1345,8664,1,71,1,12,0,0,0,4714.237998017657,7297.229247863296
1346,8666,1,21,2,1,1,1,1,6729.779624900659,9351.106897171121
1347,8681,1,69,1,2,2,2,0,16889.80550949006,10459.333325752485
1348,8681,2,69,1,2,2,2,0,12682.505659925617,10459.333325752485
1349,8682,1,25,1,12,0,0,0,4227.425006290727,7297.229247863296
1350,8686,1,50,5,8,0,1,0,10090.012290878418,10375.992467065327
1351,8700,1,65,1,17,0,1,0,4395.622930692259,7748.464703900959
1352,8702,1,28,4,0,0,4,0,5616.074841154582,8529.192754856402
1353,8702,2,28,4,0,0,4,0,17095.148605575563,8529.192754856402
1354,8717,1,57,3,2,0,3,0,27578.61107563019,7904.994074069774
1355,8720,1,60,1,9,0,0,1,16098.160689997098,7039.201363272482
1356,8741,1,20,2,17,2,0,2,17440.754069506067,17417.835692379715
1357,8745,1,41,1,16,1,0,0,9257.387028015419,9732.732809200448
1358,8749,1,71,3,4,0,1,1,12193.591533417262,8097.008893052415
1359,8751,1,29,5,10,2,1,0,21500.563939793665,23653.112688609992
1360,8766,1,30,3,14,2,2,1,6793.8846360671905,17313.641573165245
1361,8766,2,30,3,14,2,2,1,40474.22614136348,17313.641573165245
1362,8772,1,70,3,12,0,4,2,4631.9571183636535,10355.261220288401
1363,8773,1,46,5,15,0,4,1,18850.770634976456,11285.229209122972
1364,8785,1,33,2,13,1,0,1,14099.46508913885,10799.444752660644
1365,8787,1,32,1,11,1,1,0,21914.270376575,9165.94257455677
1366,8790,1,38,4,14,0,1,0,13938.184466749768,10089.49436899169
1367,8812,1,51,4,17,1,1,1,9327.157265914595,14991.670112492284
1368,8815,1,45,4,16,1,4,0,23131.125682947568,14812.845166711255
1369,8816,1,39,1,12,0,1,1,5136.650459823403,7297.229247863296
1370,8817,1,39,2,13,1,2,0,5422.90673309671,10799.444752660644
1371,8836,1,18,4,14,0,0,1,3167.423874415731,10089.49436899169
1372,8837,1,34,4,12,0,0,0,7910.82809374398,9850.22917112949
1373,8850,1,51,4,4,0,0,0,3038.9156636926,8948.578752001418
1374,8864,1,69,2,13,1,4,0,20457.605517385007,10799.444752660644
1375,8876,1,31,4,13,2,1,2,8621.351430707507,23795.45797356095
1376,8878,1,34,3,7,2,0,0,11102.919352038478,15918.703219196097
1377,8879,1,37,3,18,1,0,0,9419.001249401848,13190.471607498073
1378,8884,1,35,5,12,0,0,1,10284.98262715691,10886.1868163127
1379,8884,2,35,5,12,0,0,1,5807.955246374245,10886.1868163127
1380,8896,1,45,3,13,1,1,0,19932.776992063886,12422.318341191714
1381,8900,1,19,2,14,0,3,2,9024.521673174133,9597.423922119153
1382,8904,1,73,2,18,2,0,0,12916.689214133266,15172.653884675214
1383,8913,1,56,3,12,1,1,0,7378.64844049824,12274.141361097467
1384,8919,1,58,2,6,0,2,1,8728.209922158114,7504.439066736405
1385,8922,1,41,5,13,2,2,0,45456.39985004149,24520.137556356232
1386,8925,1,38,1,19,0,1,2,34899.777932139536,9221.10354743996
1387,8929,1,55,2,0,2,0,1,6262.806944011083,12225.142857990617
1388,8938,1,74,3,6,0,1,1,6613.89847950667,8293.687813027842
1389,8941,1,23,3,4,1,0,1,3358.023787289476,11150.61575469762
1390,8950,1,46,2,8,1,2,0,12707.012384686705,10170.534050458307
1391,8952,1,55,5,15,0,1,0,4578.422667860286,11285.229209122972
1392,8954,1,48,3,9,2,1,0,16309.370486734571,16305.373580796846
1393,8958,1,65,2,0,1,2,1,15665.002732051602,9239.564209042877
1394,8969,1,40,4,4,1,1,0,8790.440061890766,12826.261143753285
1395,8969,2,40,4,4,1,1,0,6603.299575554295,12826.261143753285
1396,8971,1,53,5,6,2,1,2,46488.526483068264,26193.066046284974
1397,8973,1,36,5,8,1,0,0,19670.60249294021,15479.16182490781
1398,8984,1,66,5,14,2,2,0,11459.989216677563,24816.151739972494
1399,8988,1,24,3,17,0,0,0,8785.444518319317,9463.996160851364
1400,8991,1,18,1,8,1,1,1,4752.660196984189,8841.837535169898
1401,8995,1,19,4,3,2,0,1,27981.861631202828,18164.96467537078
1402,9004,1,43,4,18,0,1,0,9736.3694598128,10585.601419007568
1403,9013,1,63,3,13,2,1,0,34071.96837391223,17107.119485074934
1404,9015,1,67,4,9,1,0,0,7013.860725947357,13619.392837971931
1405,9017,1,39,3,12,2,4,0,16463.50267982339,16903.060851751692
1406,9017,2,39,3,12,2,4,0,14432.862363282653,16903.060851751692
1407,9018,1,61,4,12,0,0,0,9740.847533333505,9850.22917112949
1408,9031,1,31,3,2,1,0,0,6853.538915017704,10886.18681631268
1409,9033,1,54,5,5,1,0,2,4324.06132582809,17348.303506691103
1410,9035,1,67,3,7,1,0,0,14436.14112312231,11559.351014081087
1411,9043,1,48,5,5,1,1,2,15359.517725055672,17348.303506691103
1412,9051,1,19,5,10,0,3,0,5783.674175823741,10628.02862252103
1413,9051,2,19,5,10,0,3,0,6932.707106091893,10628.02862252103
1414,9054,1,59,3,18,0,2,0,4328.163639107688,9578.2482563326
1415,9057,1,65,3,5,0,0,1,2534.917064739874,8194.75832336055
1416,9064,1,36,4,1,0,0,0,13138.422906689026,8632.159633587491
1417,9069,1,46,1,18,0,1,1,9231.429513341556,7842.006408075048
1418,9070,1,46,5,18,1,2,1,7135.077767417829,17452.706222671204
1419,9078,1,26,4,19,0,0,1,36923.38471354111,10713.393857158993
1420,9081,1,70,1,15,1,0,0,4448.18922675047,9616.637977614191
1421,9088,1,46,3,17,1,2,0,16597.695682882884,13033.131874677301
1422,9095,1,29,5,10,0,1,0,9155.007974182026,10628.02862252103
1423,9098,1,59,3,1,0,3,1,3352.2037978791036,7810.701034929542
1424,9131,1,50,5,1,2,0,0,22121.890332097555,21231.686690775234
1425,9133,1,73,3,0,2,0,0,11367.986692538725,14636.153296230978
1426,9134,1,61,2,13,0,1,1,4942.697666104815,8162.044760810268
1427,9140,1,50,4,19,2,0,0,39086.52525924658,22009.95213885567
1428,9151,1,65,1,2,0,0,2,9110.10938112515,7519.4629637589405
1429,9166,1,66,2,9,0,0,1,9932.440371623912,7779.520633167196
1430,9169,1,56,5,9,0,0,1,8019.258966651003,10501.254445399993
1431,9179,1,28,5,2,2,3,0,22419.422746151744,21488.001745620302
1432,9183,1,67,3,8,0,4,1,7195.539644588857,8495.144126491869
1433,9183,2,67,3,8,0,4,1,9610.054002614826,8495.144126491869
1434,9186,1,59,5,15,0,1,1,5685.405285279297,11285.229209122972
1435,9197,1,70,4,12,2,0,0,4713.589546029775,20236.63794162165
1436,9217,1,58,3,8,0,2,0,15396.16023962954,8495.144126491869
1437,9217,2,58,3,8,0,2,0,7243.699613648365,8495.144126491869
1438,9218,1,24,5,14,1,0,1,19583.672034173276,16634.76397676574
1439,9219,1,24,2,14,0,3,1,4873.423491285483,8260.579322900616
1440,9220,1,73,2,19,1,0,1,8821.384834607055,11605.68101636866
1441,9238,1,43,3,8,2,0,0,31957.782141544827,16110.878402831602
1442,9238,2,43,3,8,2,0,0,16917.86385035449,16110.878402831602
1443,9245,1,60,2,1,0,2,0,20426.52032516247,7067.414557496434
1444,9249,1,46,4,17,1,0,0,21044.05306149294,14991.670112492284
1445,9257,1,45,2,3,0,0,1,4309.242066345061,7239.084303762823
1446,9285,1,18,5,9,0,1,0,11509.14369434571,10501.254445399993
1447,9298,1,35,2,17,2,3,1,32508.87376693539,14991.670112492284
1448,9308,1,25,4,12,2,0,0,19636.58209035883,20236.63794162165
1449,9312,1,67,5,2,2,0,2,30606.86465322716,24965.496235866798
1450,9331,1,23,5,12,0,2,0,20353.891451394422,10886.1868163127
1451,9332,1,41,4,9,2,3,0,4619.341101518514,19521.07636311762
1452,9337,1,40,2,18,0,2,0,10956.760028047607,8666.75742156741
1453,9337,2,40,2,18,0,2,0,15626.869759038158,8666.75742156741
1454,9338,1,67,5,2,1,0,0,8118.0932903949215,14403.838319338069
1455,9340,1,33,5,4,1,0,1,22536.923250270047,14753.712130959919
1456,9343,1,43,2,12,2,0,0,12102.203093587672,14118.62321114021
1457,9351,1,56,3,6,1,1,0,3871.30031447292,11421.467756055386
1458,9367,1,37,5,9,0,2,0,13944.487539690466,10501.254445399993
1459,9372,1,37,1,18,0,0,0,6705.9241644255835,7842.006408075048
1460,9384,1,31,1,1,0,0,0,5276.9503104449095,6394.86114039483
1461,9386,1,59,4,14,0,2,1,12374.10868557515,10089.49436899169
1462,9387,1,63,4,6,0,0,1,4674.821436931707,9165.942574556786
1463,9387,2,63,4,6,0,0,1,12046.066326385564,9165.942574556786
1464,9389,1,42,5,17,0,1,2,6990.154028072632,13430.049831875338
1465,9394,1,40,3,3,2,1,0,29974.030693380417,15172.653884675241
1466,9396,1,45,3,16,1,3,0,20712.13086689396,12877.66893536782
1467,9397,1,31,1,18,0,1,2,18247.51684681373,9111.11157659622
1468,9404,1,43,1,13,1,3,0,10418.459540253416,9388.586233459944
1469,9405,1,61,2,10,0,2,0,5361.2821054896285,7873.437253490392
1470,9408,1,39,2,0,0,1,1,4038.071218327543,6983.112407330842
1471,9415,1,46,3,9,1,4,1,6625.503163525279,11840.131324822405
1472,9425,1,32,1,6,0,0,0,5308.548013240974,6790.297268953957
1473,9426,1,52,5,18,1,1,1,10285.863847942399,17452.706222671204
1474,9427,1,42,3,14,0,0,0,9383.16674777217,9129.352034126798
1475,9432,1,29,3,0,0,1,2,4949.493153184866,8966.493818600338
1476,9446,1,33,3,14,0,1,1,5573.616303595055,9129.352034126798
1477,9463,1,40,1,15,0,3,1,5273.83303348126,7564.715362982049
1478,9465,1,25,4,19,0,1,1,6009.575965861755,10713.393857158993
1479,9469,1,68,1,3,0,3,0,4664.7562630318835,6550.1943503613975
1480,9477,1,37,2,15,1,2,0,13109.708668730527,11061.766698744965
1481,9478,1,25,4,6,1,2,1,6945.530402119953,13137.815104283169
1482,9479,1,34,2,11,2,2,1,6185.3070426547965,13950.21221948351
1483,9479,2,34,2,11,2,2,1,10872.326814551996,13950.21221948351
1484,9484,1,30,2,10,0,4,1,3617.15914743763,7873.437253490392
1485,9487,1,38,5,6,2,0,0,40422.21955705841,22544.58087306582
1486,9488,1,34,4,10,1,1,0,8068.608646391331,13783.8100824925
1487,9495,1,51,5,7,1,2,2,15684.866751331403,17769.6993137316
1488,9506,1,38,2,7,2,1,0,14671.964663107085,13296.4186032912
1489,9514,1,41,4,5,1,3,0,5573.849413830055,12981.10347335243
1490,9539,1,49,3,15,0,1,0,4991.073698190907,9239.564209042896
1491,9548,1,43,3,5,0,3,1,4981.534984622353,8194.75832336055
1492,9550,1,18,4,16,2,1,1,28067.50258566461,21231.686690775234
1493,9560,1,55,5,0,0,4,0,22188.94026116028,9426.215787328809
1494,9565,1,70,2,13,1,0,1,25764.759496862316,10799.444752660644
1495,9567,1,30,4,14,1,2,0,25042.231230748308,14461.5690571167
1496,9587,1,71,5,19,0,1,2,5978.940690673934,13756.270011578466
1497,9600,1,61,3,12,0,0,0,4731.316372960968,8912.8559302673
1498,9619,1,41,2,6,0,0,1,13837.044559755093,7504.439066736405
1499,9622,1,47,2,18,0,1,0,17241.153231513905,8666.75742156741
1500,9622,2,47,2,18,0,1,0,11540.794524221998,8666.75742156741
1501,9627,1,40,4,11,1,2,0,18679.634505294987,13950.21221948351
1502,9630,1,42,5,1,0,0,0,6477.019275857629,9540.01178722743
1503,9647,1,39,4,7,0,0,0,20493.756617005685,9276.59648104672
1504,9651,1,34,3,7,2,3,1,9153.81762539029,15918.703219196097
1505,9654,1,28,5,16,0,0,1,4048.9224277835874,11421.467756055408
1506,9663,1,23,1,15,0,0,1,10104.26301750872,7564.715362982049
1507,9663,2,23,1,15,0,0,1,4719.559998893977,7564.715362982049
1508,9667,1,52,5,1,0,0,1,4014.9844628692417,9540.01178722743
1509,9683,1,43,5,8,0,0,0,14456.5398146849,10375.992467065327
1510,9684,1,42,2,8,1,0,0,3198.52613991514,10170.534050458307
1511,9693,1,51,5,15,0,0,0,12455.030185134381,11285.229209122972
1512,9706,1,63,2,13,0,0,2,6376.405659855925,9482.94309379035
1513,9706,2,63,2,13,0,0,2,19668.019695155195,9482.94309379035
1514,9709,1,67,3,8,1,1,1,12932.663853637125,11698.898838627467
1515,9711,1,25,3,12,2,2,1,26228.731560810804,16903.060851751692
1516,9712,1,72,1,12,2,3,2,6487.23967137906,13701.354835105321
1517,9714,1,44,4,12,2,2,1,6851.7822165359785,20236.63794162165
1518,9720,1,33,3,9,0,0,0,6055.613458242914,8597.699960345846
1519,9732,1,24,3,2,2,1,0,18041.82486860205,14991.670112492284
1520,9735,1,40,2,13,0,2,1,7296.900770869593,8162.044760810268
1521,9745,1,47,2,8,0,2,1,12443.103324573493,7686.7242772582385
1522,9768,1,37,2,2,2,4,0,14538.18129654153,12522.09546426946
1523,9774,1,24,4,11,0,2,0,4697.6365077756745,9732.732809200465
1524,9784,1,33,3,7,0,2,0,9316.610369421976,8393.811608071786
1525,9785,1,44,1,12,1,0,2,10183.9424806237,10777.867447652758
1526,9787,1,47,4,7,0,1,1,16041.802538540365,9276.59648104672
1527,9791,1,29,5,7,1,0,0,7900.515295508432,15294.521938003658
1528,9802,1,46,2,16,0,0,0,5050.361190762021,8461.231420614573
1529,9806,1,28,4,1,2,3,1,18964.012996096255,17734.195430821725
1530,9826,1,40,5,12,0,1,0,20365.194467485115,10886.1868163127
1531,9840,1,41,5,9,0,3,0,8089.826954272326,10501.254445399993
1532,9843,1,55,4,17,1,1,1,17891.700749505813,14991.670112492284
1533,9845,1,59,3,3,1,1,1,9656.362877201394,11017.6080082093
1534,9850,1,45,1,2,0,1,0,5435.228534267092,6472.061751340123
1535,9870,1,53,5,18,0,0,0,18949.590163117755,11698.898838627467
1536,9884,1,21,2,18,2,0,1,13855.310207917799,15172.653884675214
1537,9894,1,51,5,0,2,0,0,14137.58804727303,20978.42903550213
1538,9906,1,31,5,9,2,1,2,17713.32627908347,27153.19505440426
1539,9908,1,73,3,6,1,2,0,8292.464587275479,11421.467756055386
1540,9917,1,22,1,9,1,0,1,5257.32035376229,8948.578752001402
1541,9920,1,58,2,5,0,0,1,5592.291311019391,7414.923962738238
1542,9929,1,30,4,6,0,0,0,8138.527241878808,9165.942574556786
1543,9934,1,39,2,15,2,1,1,14731.007144265284,14636.153296230952
1544,9940,1,53,3,19,0,1,1,4847.0891460148505,9693.879636114058
1545,9942,1,53,4,14,1,0,0,9864.413437540428,14461.5690571167
1546,9951,1,41,5,8,0,1,0,7270.574806058316,10375.992467065327
1547,9963,1,61,4,9,1,2,0,7693.73712509556,13619.392837971931
1548,9967,1,63,2,15,0,3,0,5225.597768548235,8360.303422687824
1549,9969,1,31,5,16,2,0,0,35860.88812792301,25418.94395455835
1550,9971,1,29,4,14,0,3,0,18364.82689412447,10089.49436899169
1551,9976,1,28,5,6,2,1,1,16314.982517412422,22544.58087306582
1552,9987,1,45,3,10,1,1,0,6967.04857495245,11983.06881038794
1553,9990,1,51,2,15,0,4,2,7984.8670765797815,9713.286796077185
1554,9996,1,44,1,2,0,1,0,5827.608832306645,6472.061751340123
